,1_y,1_x,2_y,2_x,6_y,6_x,7_y,7_x,8_y,8_x,10_y,10_x,11_y,11_x,13_y,13_x,14_y,14_x,16_y,16_x,17_y,17_x,19_y,19_x,20_y,20_x,21_y,21_x,23_y,23_x,24_y,24_x,26_y,26_x,28_y,28_x,30_y,30_x,31_y,31_x,32_y,32_x,33_y,33_x,34_y,34_x,35_y,35_x,38_y,38_x,39_y,39_x
29400,34.5295,134.517686994,34.529496796746045,134.51765750856407,34.5293827136646,134.5176769981276,34.529490230393414,134.51754395059518,34.52930686063917,134.5175595323117,34.529444935478224,134.51758479245666,34.5294842844053,134.5176226672707,34.529499707794415,134.51767930331903,34.52950104386011,134.51777499465211,34.52943096316064,134.5175090617861,34.5295,134.517728606,34.5295,134.517774418,34.52949946074522,134.51772566150126,34.529496206208634,134.5175844429799,34.52950000023245,134.51761123760306,34.52949895401882,134.51770730387682,34.52936547904617,134.51752984621976,34.52932141792762,134.5175856997635,34.529486287666266,134.51777659452333,34.52939641620451,134.51758193829198,34.52945169409339,134.51754414619492,34.52949212879612,134.51771030110396,34.52951031680773,134.51767342634722,34.52949799744126,134.51772203453106,34.5295,134.517615199,34.52930454452901,134.51758048127212
29450,34.5295,134.517685636,34.529491322083636,134.51766120742798,34.529386451247134,134.51767700474898,34.5294884501495,134.51752764792687,34.529302119686385,134.51756693028176,34.52948700731464,134.51755888238543,34.52947718667064,134.51763137063037,34.52949974131295,134.51768564148017,34.52950453074585,134.51772113133936,34.52943616068956,134.51751685314855,34.5295,134.517721743,34.5295,134.51777602800001,34.52949912096217,134.51773295758946,34.52950012076618,134.51759565610533,34.5295,134.517608175,34.52949759000447,134.51770802180522,34.52937926989886,134.51754612592578,34.529315196,134.51759214900002,34.52949990534379,134.51774979233417,34.529401163975265,134.5175712311287,34.52945751829069,134.51757231760038,34.529498987218545,134.51773650426773,34.52951112573562,134.517684328581,34.52949536728859,134.5177118631311,34.5295,134.51760537,34.52930821629301,134.517583642993
29500,34.5295,134.51768243499998,34.529494597832056,134.517655329836,34.52938445569625,134.5176621401038,34.52948822045732,134.5174820834076,34.52930430768638,134.51756606928174,34.52948435796719,134.5175613977859,34.52948929478583,134.51762857746263,34.529500017925635,134.51769279651234,34.52950863603785,134.51770672452838,34.529473354371895,134.51757661447903,34.5295,134.517718548,34.52950009601415,134.51777012281136,34.52949945361027,134.5177318955991,34.529499884708926,134.51760307517895,34.5295,134.517616713,34.529487555347885,134.51771519598316,34.52938861700288,134.5175525002724,34.52930773,134.517591777,34.52949953050997,134.5177572344085,34.52941218346542,134.51757369179256,34.529446606146095,134.51754172789413,34.52949230171569,134.5176991237239,34.52951370002354,134.51767607740777,34.529497369847334,134.51772134260003,34.5295,134.517606875,34.529312636440046,134.5175805326668
29550,34.529499241262776,134.517681868262,34.5295,134.517650125,34.529380764551384,134.51766348660854,34.529491656344206,134.51747997375242,34.52930838628215,134.5175647245707,34.52946007593927,134.51757742826953,34.52948800526861,134.51763568195128,34.52949998440711,134.5176979203512,34.529505518699565,134.51775860147904,34.52949628334693,134.5176301686367,34.529496377804264,134.5177145641234,34.52950009601415,134.51776939981133,34.529499631099554,134.5177258405619,34.52950039806883,134.51758987136623,34.5295,134.517626941,34.5294773524921,134.51775213057795,34.52937754828857,134.5175246600268,34.529303627,134.517581654,34.5294976654397,134.5177863138919,34.52939949282366,134.51756247826822,34.52943616570663,134.51750273000638,34.52948403442113,134.51767555408307,34.52951305107657,134.5176685210164,34.529495187144825,134.51772413521644,34.52949971302995,134.51761701654524,34.52932007124914,134.51756926073705
29600,34.52949908114855,134.5176846954101,34.52950007949207,134.5176565331937,34.529385516571864,134.51766859087772,34.529483881894855,134.5175631365477,34.52930937193032,134.51756239205324,34.52947470154532,134.5175629152979,34.529485474179296,134.51764283884145,34.52949911483433,134.5177062223691,34.52950406426337,134.51776991229775,34.52946767886874,134.51759175058996,34.52949587250207,134.51771646606008,34.5295,134.51777079200002,34.5294997689211,134.51772559485306,34.529501951658716,134.51758308697856,34.529500333314395,134.5176287853407,34.52948474347241,134.51776183038803,34.52937594045118,134.51751091976035,34.52931038,134.51758428699998,34.52949711652033,134.51780384212702,34.52939641228015,134.51755441696315,34.52946510935206,134.51755110266132,34.529487452684094,134.5176841526014,34.52950719779665,134.51769795969167,34.5294936843457,134.51771949669657,34.52949971302995,134.51762241154526,34.52932715154123,134.51754017556084
29650,34.529498228389514,134.51768535509188,34.52950071601579,134.51765197589395,34.529387775813795,134.5176503782369,34.52947181980323,134.51757251075617,34.52930276141627,134.51756080005495,34.529498277793984,134.51754496202275,34.529497468910684,134.51764110389016,34.529499804256446,134.51770107771512,34.529506146144655,134.51775721304705,34.52942762860812,134.51751138368294,34.5294994946978,134.5177221619367,34.5295,134.51776582099998,34.52949962297322,134.51772737173408,34.52950143829881,134.51759738779126,34.529500895876005,134.51763208910035,34.52949685435155,134.51773485895978,34.529389648952865,134.51752198909813,34.529311491,134.517583356,34.529499076246815,134.51777239430945,34.52940447690381,134.51756396095422,34.52947415725081,134.51756753742558,34.529489641209594,134.5176759656655,34.52950829388129,134.51770335673297,34.52949887476186,134.51772883977335,34.529500132256295,134.51761880922874,34.52933302359027,134.5175430281456
29700,34.52948747236906,134.5176896426844,34.529502111122376,134.51764722907126,34.52938870151374,134.5176518226635,34.52947338144713,134.5175749202375,34.529302867049324,134.51756286076142,34.52947063881174,134.51758994260453,34.52949781413284,134.51764227001655,34.52949912285596,134.51769774256664,34.52950296286296,134.51777740515598,34.52942474929662,134.51751772789106,34.5295,134.517724497,34.5295,134.517765145,34.52949780732511,134.51773196922213,34.5295,134.517601098,34.52950056256161,134.51763534875965,34.52949799607629,134.51773449842094,34.529381369406025,134.51750796114894,34.529311941756454,134.51757500975768,34.5295,134.51774268199998,34.52939568867117,134.5175540586025,34.52948077839357,134.5175815556581,34.52949392123094,134.5177066974233,34.52950861016755,134.5176975109174,34.529498013183215,134.51773599733954,34.52950457492832,134.51763518620314,34.52933952276643,134.51753957861675
29750,34.52948902228898,134.51768686200114,34.529498508887535,134.5176682778039,34.52939182000992,134.51765662880788,34.52948010991342,134.51760366114127,34.52931493923324,134.51756851035418,34.529451636443596,134.5176269142781,34.52949649748439,134.5176326109189,34.529498742074935,134.5177065082932,34.529505126529465,134.5177496791852,34.529461933841596,134.5175891337214,34.529499345044854,134.5177252755496,34.5295,134.517766845,34.52949688744744,134.51773124590517,34.5295,134.51759775600001,34.52950091265019,134.51762338618371,34.529493510904295,134.517740033129,34.52937532829556,134.51751212344166,34.52932581695507,134.5176032687137,34.52948625247943,134.51771060847864,34.52940028133911,134.51756254363622,34.52949039960685,134.51759819742674,34.52949989527073,134.51773777405813,34.52950652010984,134.51769724779496,34.529497635622235,134.51773289204633,34.52950444267202,134.5176437999744,34.52934235344375,134.51754452995095
29800,34.52949993842365,134.51767771426057,34.52949233084836,134.5176888921804,34.5293942677114,134.51765051650065,34.52948303642108,134.51758330741342,34.52932336995202,134.51757406716516,34.52945602487941,134.51761680580046,34.529498508679616,134.5176244221977,34.52950345981998,134.51768956793535,34.52950461509523,134.51775765441644,34.52947494055561,134.51760707244028,34.52949376254674,134.51775263235896,34.5295,134.517766481,34.52949801990296,134.51772523271632,34.529500057672884,134.5176022886613,34.52950091265019,134.5176187001837,34.529480970322446,134.51773826202648,34.52936779863076,134.51753772754586,34.52933938900146,134.5176107449832,34.52948625247943,134.5177174434786,34.52939918501585,134.51759196320285,34.5294752776486,134.5176033283084,34.52948913067766,134.51772618716572,34.52950354665114,134.5177136409242,34.52949970442024,134.51772781926653,34.5295,134.51763492199998,34.529337438489904,134.51754439411002
29850,34.5295,134.517677233,34.5294992351409,134.51767639126206,34.52939957268336,134.5176449167944,34.5294829818816,134.5175914659934,34.52932722963458,134.51758123215416,34.52947282947787,134.51759123952655,34.529489809928336,134.51763984495324,34.52950356422373,134.51769036202265,34.529500073414646,134.51780556015927,34.529471375826844,134.51760984823238,34.5294934883215,134.51776019636117,34.5295,134.517764406,34.529499142698235,134.51772335195767,34.529499691436875,134.5176047287888,34.5295,134.51762712,34.529483045155516,134.51773733570303,34.52935141251224,134.5175451759718,34.52934575832885,134.51759964327655,34.52950076442943,134.51776041428909,34.52938041018185,134.517604182932,34.5294823841382,134.5176197824804,34.529481014967075,134.51770281318693,34.529500664651394,134.5177126886033,34.529490523935785,134.51770824069675,34.529498490522904,134.5176455167458,34.529332147145794,134.51751391445399
29900,34.529496883300816,134.51768531752387,34.529504635704264,134.51765905454008,34.52938541422921,134.517619119942,34.52947894932824,134.51760499364843,34.52932758463458,134.51758133715418,34.5294536054733,134.51761200869674,34.52948026049543,134.5176629297764,34.52949764277189,134.5177168939033,34.5295008262984,134.5177926158789,34.529487159220196,134.51764041702165,34.52949907081961,134.51773505355177,34.5295,134.517758821,34.52949294859204,134.5177373177894,34.52949960882887,134.51760804189828,34.5295,134.51763842,34.529496865711074,134.51773594907382,34.529345942033345,134.51753603547607,34.529341028557056,134.51760419925856,34.529496164429425,134.5177446632891,34.5293770335984,134.5176007369813,34.52949071785892,134.5175980323923,34.52948562173902,134.51769781226517,34.5295021424163,134.51767414405555,34.529483919515556,134.51769453943024,34.529497351584276,134.5176602697962,34.5293287031544,134.51750173034083
29950,34.52949166628098,134.51770408459768,34.52950069712285,134.51765283602552,34.5293663386385,134.51759581863516,34.52947151510789,134.51761078058425,34.5293268,134.517578515,34.52945402230799,134.51760917577184,34.52949027589517,134.51766572011857,34.52949722972704,134.51772472574342,34.529500752883756,134.5177816977196,34.529494751693306,134.5176573127514,34.5295,134.517729234,34.5295,134.517760382,34.529484992997666,134.51776029914294,34.52949997506488,134.51761403577078,34.5295,134.51766340100002,34.52948888821559,134.5177480806612,34.529345037439526,134.51752878572978,34.52933083503104,134.51759640800915,34.529495399999995,134.517730169,34.52937115182976,134.51760099316488,34.529490208551145,134.5175957016725,34.52949286587707,134.5177281628188,34.52950411315583,134.51767552238175,34.52948924715974,134.51770674744873,34.52950125592722,134.51766722187722,34.52932723417646,134.51749017233513
30000,34.529494782980166,134.5177051290738,34.5295,134.51764633300002,34.52937629097128,134.51759850781326,34.529463306488445,134.51761437450358,34.52932783438477,134.5175837534439,34.5294923233898,134.51756887338237,34.5295,134.517658357,34.5295,134.517725299,34.5295,134.517781251,34.52948674247809,134.5176520137285,34.5295,134.517725853,34.529499833808806,134.5177630681713,34.52948854854855,134.51774903129254,34.529500955692804,134.51760998854886,34.52949994378835,134.51767738810614,34.529483268482515,134.51775027357635,34.529338108504746,134.51755625649767,34.529321942,134.51758712600002,34.5295,134.51773837300001,34.52934814508399,134.51762202846686,34.52949569159189,134.51760534914737,34.52949086726589,134.51772252058993,34.52950439242341,134.51769634413944,34.529493847159735,134.51771547044874,34.52950267150972,134.51766575767925,34.52932311752371,134.51748981652156
30050,34.529495022626065,134.51769347163,34.529500137218804,134.51764779834258,34.52938807121095,134.51760473051434,34.529463310096176,134.51765566638832,34.52932750713162,134.51758320307553,34.529492218858465,134.51756634355147,34.5295,134.517658935,34.5295,134.517724853,34.5295,134.517784188,34.52948856228461,134.51765227059497,34.529499655910506,134.517725788986,34.529499833808806,134.5177621171713,34.52949667825211,134.5177165022805,34.52950876165864,134.51759389794458,34.529500097378154,134.51766978450837,34.52949365631693,134.51774138060438,34.52933073800051,134.51756776365121,34.529325070458775,134.51758044628892,34.5295,134.51774046399998,34.529334701607965,134.51762198420806,34.52949836426702,134.51760785760354,34.5294911237388,134.51772109180095,34.52950381483445,134.51770476498916,34.5294977,134.517722904,34.529498063971566,134.51765652119852,34.529320152009575,134.51748807074296
30100,34.52949272194156,134.51769845017625,34.529501492150814,134.517656984497,34.52938567923968,134.51760006770104,34.52946963742242,134.51769276211607,34.529325864503946,134.517574373046,34.52949283832766,134.51755971466662,34.5295,134.517662892,34.5295,134.517720868,34.5295,134.51778307200001,34.52948959886761,134.51766854864422,34.52949839474954,134.5177289841784,34.5295,134.517759943,34.5294977,134.517703387,34.52950880877981,134.51759433898408,34.5295001535898,134.51766259040224,34.5295,134.517738696,34.529327075962684,134.51756241719724,34.52933088499629,134.5175782754737,34.529499102410995,134.51777919394578,34.5293329070366,134.51761640494692,34.529497769856945,134.51760787490832,34.5294992801711,134.51775196584396,34.52950326649728,134.5177175071745,34.5295,134.517731238,34.52950285038275,134.51765628384447,34.52932299254661,134.51749116318885
30150,34.5294974725968,134.51770329441376,34.5295034885352,134.5176607518833,34.52938438889932,134.5175950645137,34.529473419391095,134.5176588939012,34.5293251807571,134.51756750441436,34.529488598,134.51756329100002,34.52949971494287,134.51766742612864,34.5295,134.51772057999997,34.5295,134.517777941,34.52948544399196,134.51765936962937,34.529495238623056,134.51774515375172,34.5295,134.517761135,34.5294977,134.517709889,34.52950192487587,134.51760969130157,34.5295,134.51766636,34.5295,134.51773273999999,34.52933667094181,134.51754837623395,34.52932094353752,134.51758022118483,34.52949906414436,134.51777657726436,34.529342583453115,134.51759709445724,34.529491677969396,134.51759851089562,34.52949939969029,134.5177545250327,34.5295051709868,134.51771313180586,34.529499984303804,134.5177247205604,34.529509943442775,134.51766732534213,34.52932795784296,134.51749871859926
30200,34.52949958812493,134.51769862440406,34.52949869119976,134.51766736322583,34.52938218089931,134.5175928845137,34.52947390255982,134.51763320881145,34.529329668916226,134.51756948966693,34.529488129,134.517566513,34.529499447802706,134.51767178532148,34.5295,134.517721154,34.5295,134.517774498,34.529478616624175,134.517624925603,34.529494671193355,134.51775479149524,34.5295,134.517769572,34.5295,134.517715133,34.5295009220619,134.51761082571318,34.529499628743395,134.5176692620012,34.52949478455871,134.51771944640507,34.52936417613866,134.51752362843015,34.52931143,134.51758635800002,34.529499961733364,134.51773268831857,34.52937096853224,134.51755802887143,34.5294934815447,134.51760201737068,34.52949939969029,134.5177563950327,34.52950672811919,134.51770023065427,34.52949915282306,134.51772450397036,34.52950487812477,134.51766553363908,34.52933910711279,134.51750592662842
30250,34.529499814843625,134.51770082153655,34.52949570931074,134.51766518299638,34.529378956047296,134.5175880432565,34.52946803432187,134.51764852288244,34.5293340831579,134.5175742577037,34.529462166986455,134.51760632716284,34.52949796657414,134.5176768901353,34.5295,134.517721988,34.5295,134.517773743,34.52947892243829,134.51762687638936,34.52949536901018,134.51775706420048,34.5295,134.517776621,34.52949957998472,134.517712728668,34.52950052217847,134.51760932497712,34.52950216653532,134.51767198193818,34.52949368683687,134.5177262392589,34.52936570820376,134.51751031665862,34.529309868,134.517585527,34.52948610550923,134.51769812382693,34.529378112240096,134.51754130394372,34.52949616618284,134.5176125975915,34.5295,134.517757897,34.529505176237244,134.51769439918323,34.52949775601947,134.51773553717356,34.52949920285575,134.5176697823734,34.529336088478146,134.51749746335952
30300,34.5295,134.517708886,34.529499151714155,134.51765737249943,34.529384113487964,134.51760819605232,34.52946414999585,134.51765988632664,34.529334359241666,134.51757024203675,34.52943090639261,134.51764433075203,34.529495601236626,134.51766809949967,34.52950003341488,134.51772366758848,34.52950047238181,134.51777313947042,34.52948006953086,134.51766263150813,34.52949177231077,134.51777229843003,34.5295,134.517773573,34.529499309650284,134.5177119234495,34.5295006412247,134.51761185377435,34.52950253779192,134.517666119937,34.52949461006526,134.51775635211678,34.529353645031335,134.51749759359137,34.52931217625479,134.51757818835017,34.52948601473522,134.51770281124317,34.529368735265415,134.51753188127716,34.52949436260754,134.51760806311643,34.5295,134.517757206,34.52950302202294,134.5177084297693,34.52949793418343,134.5177327538606,34.529499330003986,134.5176650322173,34.52932563399922,134.51748710980266
30350,34.5295,134.517709161,34.5295,134.517659736,34.52938910507989,134.51762197812354,34.52946876530261,134.51763710867073,34.52933804452517,134.51756910388443,34.52944476594058,134.51759917382063,34.52949736752232,134.5176596015572,34.52949957070438,134.5177231130872,34.52950158548176,134.51773202008832,34.52948212196416,134.51767284996936,34.52949246764693,134.51776999594597,34.52949991246381,134.5177658370273,34.52949972966556,134.51771263278152,34.529504714211505,134.51762123680203,34.52950052942775,134.51766319301876,34.52948345199402,134.51777484619538,34.52935364960495,134.5174996044443,34.529319344967845,134.5175754873177,34.529496126242115,134.5178072849609,34.529373831063076,134.5175378936327,34.529483775586066,134.51762879375042,34.52949535013363,134.51773955217118,34.52950156168431,134.5177377175032,34.529492446683214,134.51771205209698,34.52950106874793,134.5176590068704,34.529324494000605,134.51747764125471
30400,34.5295,134.517703236,34.52949992685162,134.51766192120186,34.52938625763923,134.5176085583277,34.52947292532726,134.51763607948908,34.52934243815102,134.5175745772325,34.52945084153301,134.51756067897773,34.52949950236966,134.5176683194847,34.52949953728951,134.51771946449873,34.52950126704857,134.51772625819095,34.52948984352333,134.5176505054728,34.529497892937016,134.51774911778054,34.52949991246381,134.5177646250273,34.5295,134.517712094,34.529508845158645,134.5176237583902,34.52950172759406,134.51767682594337,34.52947783124701,134.51776972545804,34.52935797935158,134.51751506596048,34.52933481486566,134.5175723156145,34.52949569172497,134.51782432401689,34.52937701470319,134.51755403257906,34.529484988327674,134.51763468569598,34.52948943255423,134.5177093145463,34.52950258138773,134.51772770606598,34.529490707061015,134.5177085485269,34.52950094386265,134.5176735322311,34.5293390125231,134.5175012013827
30450,34.5295,134.51770419800002,34.52949992685162,134.51766281520187,34.52938276756848,134.51759758092055,34.529472664789594,134.5176554582395,34.52934229911371,134.51756781939682,34.52946186699859,134.51756435274632,34.52949950236966,134.5176774214847,34.5295,134.517712424,34.52950015394863,134.51776569857304,34.52949257585493,134.5176338867818,34.52949968396169,134.517742739603,34.5295,134.517764167,34.52949729168346,134.51771111116227,34.52950557388131,134.51761856383936,34.52950119816631,134.51768824392462,34.529485936720704,134.51776046098644,34.52936824858462,134.51751820327215,34.52933793472416,134.51757626630416,34.52949937524358,134.51775236990966,34.52937874346379,134.5175501671091,34.5294883279075,134.51761009708554,34.52948734123174,134.51769376177245,34.529503584670955,134.51769107909277,34.52948580180625,134.51769791178262,34.5295,134.51767955100001,34.52934015675142,134.51752471968496
30500,34.5295,134.517706374,34.52950018947387,134.5176575410574,34.529386946659486,134.51760102444317,34.52947330229424,134.5176474781469,34.52934348269524,134.51756193604652,34.529480948,134.517562762,34.5294997534668,134.51768426821837,34.5295,134.51770629,34.5295,134.517774192,34.52949980720319,134.51763684715957,34.52949759306017,134.5177564328437,34.5295,134.51775801899998,34.52949029516238,134.51772355633125,34.52950132388795,134.517611162454,34.52950010713618,134.5176874543907,34.52948818231261,134.51776391872062,34.5293811100108,134.51752498726412,34.52932479657156,134.5175881336572,34.529499900534745,134.51772493243743,34.52938525278136,134.517541670715,34.52947507290932,134.51761599994842,34.52948227301895,134.5176791547027,34.529504712028974,134.51768821532417,34.52948610303095,134.51769597990295,34.52950007032338,134.51767759376236,34.52932633188737,134.51751287838303
