0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.21783334974884952,0.0,0.0,0.0,0.0,0.35630593362592716,0.0,0.0,0.0022863655770545446,0.0,0.0,0.0,1.0,0.29658143684666854,0.0,0.0,0.0,0.0,0.0,0.36673736715746597,0.0,0.0,0.0,0.26509317040517616,0.0
0.21783334974884952,0.0,0.0,0.0,0.0,0.0,0.0,0.042847855936936845,0.22576168307226593,0.4349974551885206,0.0,0.0,0.0,0.7101554557673315,0.0,0.12687022358652156,0.0,0.0,0.2970261838406751,0.0,0.35001494694359375,0.46734433524481994,0.37086225514803645,0.3209003971885327,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.36334050845908755,0.08379075509848907,0.0,0.0,0.16943719300192378,0.010506219695628078,0.0,0.0,0.25328924897458344,0.0,0.0,0.174579202962171,0.0,0.0,0.0,0.7669067739112305,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.36334050845908755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10677207269579546,0.0,0.0,0.0,0.20613427237451712,0.0,0.0,0.0,0.0,0.0
0.35630593362592716,0.0,0.0,0.08379075509848907,0.0,0.0,0.0,0.6188395966659068,0.0,0.12542763371579696,0.0,0.0,0.51879730066772,0.056926598313537316,0.9031986557862637,0.07785470066048124,0.0,0.0,0.08973153135898956,0.0,0.0,0.23688452954895725,0.0,0.0,0.9470711017978232,0.0
0.0,0.042847855936936845,0.0,0.0,0.0,0.0,0.6188395966659068,0.0,0.0,0.0,0.0,0.0,0.3925645516332856,0.4735301429577632,0.4760854011969091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5995214496532795,0.0
0.0,0.22576168307226593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01003005192458352,0.0,0.0,0.0,0.8301611058023789,0.0,0.0,0.0,0.0,0.0,0.0,0.08154058540219238,0.0,0.0,0.0,0.0,0.0
0.0022863655770545446,0.4349974551885206,0.0,0.16943719300192378,0.0,0.0,0.12542763371579696,0.0,0.01003005192458352,0.0,0.0,0.0,0.0,0.36317568529819705,0.0,0.01992338173692134,0.0,0.0,0.0,0.0,0.4442451856507305,0.22069064369378621,0.42077261799154464,0.0,0.24094303830962757,0.0
0.0,0.0,0.0,0.010506219695628078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8582777500549869,0.0,0.0,0.0,0.0,0.0,0.0,0.763082003072421,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500454106901443,0.0,0.0,0.0,0.0,0.0,0.0,0.1686931459799704,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.51879730066772,0.3925645516332856,0.0,0.0,0.0,0.0,0.0,0.4109272702513166,0.5535058818680471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45314707823426775,0.0
1.0,0.7101554557673315,0.0,0.25328924897458344,0.0,0.0,0.056926598313537316,0.4735301429577632,0.8301611058023789,0.36317568529819705,0.8582777500549869,0.8500454106901443,0.4109272702513166,0.0,0.05066899046095313,0.9925805993770567,0.34140047576933225,0.0,0.9314767872859365,0.0,0.4168497713779337,0.5207854560790882,0.2902333855744526,0.6774619352043244,0.13545715913321915,0.16940905882598706
0.29658143684666854,0.0,0.0,0.0,0.0,0.0,0.9031986557862637,0.4760854011969091,0.0,0.0,0.0,0.0,0.5535058818680471,0.05066899046095313,0.0,0.029047853262569607,0.0,0.0,0.06627063983531058,0.0,0.0,0.05524060361548811,0.0,0.0,0.7998272587284727,0.0
0.0,0.12687022358652156,0.0,0.0,0.0,0.0,0.07785470066048124,0.0,0.0,0.01992338173692134,0.0,0.0,0.0,0.9925805993770567,0.029047853262569607,0.0,0.0,0.0,0.0,0.0,0.29468289991686514,0.0,0.0,0.0,0.07131623086626267,0.0
0.0,0.0,0.0,0.174579202962171,0.0,0.10677207269579546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34140047576933225,0.0,0.0,0.0,0.0,0.0,0.0,0.6885540216133875,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2970261838406751,0.0,0.0,0.0,0.0,0.08973153135898956,0.0,0.0,0.0,0.0,0.0,0.0,0.9314767872859365,0.06627063983531058,0.0,0.0,0.0,0.0,0.0,0.049357760773079046,0.0,0.0,0.0,0.012939486873426082,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36673736715746597,0.35001494694359375,0.0,0.7669067739112305,0.0,0.20613427237451712,0.0,0.0,0.08154058540219238,0.4442451856507305,0.763082003072421,0.1686931459799704,0.0,0.4168497713779337,0.0,0.29468289991686514,0.6885540216133875,0.0,0.049357760773079046,0.0,0.0,0.0,0.7212699410769227,0.32022575819014004,0.0,0.30311679044045037
0.0,0.46734433524481994,0.0,0.0,0.0,0.0,0.23688452954895725,0.0,0.0,0.22069064369378621,0.0,0.0,0.0,0.5207854560790882,0.05524060361548811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21827867024870312,0.0
0.0,0.37086225514803645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42077261799154464,0.0,0.0,0.0,0.2902333855744526,0.0,0.0,0.0,0.0,0.0,0.0,0.7212699410769227,0.0,0.0,0.0,0.0,0.0
0.0,0.3209003971885327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6774619352043244,0.0,0.0,0.0,0.0,0.0,0.0,0.32022575819014004,0.0,0.0,0.0,0.0,0.0
0.26509317040517616,0.0,0.0,0.0,0.0,0.0,0.9470711017978232,0.5995214496532795,0.0,0.24094303830962757,0.0,0.0,0.45314707823426775,0.13545715913321915,0.7998272587284727,0.07131623086626267,0.0,0.0,0.012939486873426082,0.0,0.0,0.21827867024870312,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16940905882598706,0.0,0.0,0.0,0.0,0.0,0.0,0.30311679044045037,0.0,0.0,0.0,0.0,0.0
